#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
GO:0003723	602	779	62	891	6.51	540	17645	2.97	AARS,ABT1,APOBEC3F,C1orf25,CPSF4,DAZAP1,DDX3X,DDX46,DDX51,DDX54,DDX60L,DIMT1L,DIS3L2,DUSP11,EIF2S2,EIF4A1,EIF5A2,ELAVL1,ELK1,ESRP2,EXOSC8,FOXC1,FOXL1,FUS,HDLBP,HNRNPA3,ILF3,KRR1,LRRC47,LSM10,LSM11,METTL3,MEX3C,MRPS7,MZF1,NANOS1,NCBP2,NOL12,OAS2,POLR2G,POP4,PPIE,PPP1R8,RBM19,RBM23,RBM27,RBM41,RBMX,RPL35A,RPS3,RPUSD2,SCAF1,SETD1B,SFRS1,SRRM1,THOC2,U2AF1,UNC50,UPF3A,ZCRB1,ZFR,ZRANB2	ENSG00000003756,ENSG00000004534,ENSG00000005007,ENSG00000006125,ENSG00000007376,ENSG00000008988,ENSG00000011304,ENSG00000013573,ENSG00000015479,ENSG00000021776,ENSG00000026297,ENSG00000031698,ENSG00000037897,ENSG00000040341,ENSG00000048740,ENSG00000048828,ENSG00000051596,ENSG00000055044,ENSG00000055332,ENSG00000055917,ENSG00000055957,ENSG00000058799,ENSG00000059588,ENSG00000061936,ENSG00000063046,ENSG00000063177,ENSG00000063244,ENSG00000064607,ENSG00000065427,ENSG00000065978,ENSG00000066336,ENSG00000066926,ENSG00000067048,ENSG00000067596,ENSG00000068784,ENSG00000070756,ENSG00000071082,ENSG00000071894,ENSG00000072756,ENSG00000073146,ENSG00000075151,ENSG00000075292,ENSG00000075856,ENSG00000075914,ENSG00000076067,ENSG00000076108,ENSG00000077312,ENSG00000077348,ENSG00000078328,ENSG00000078687,ENSG00000079134,ENSG00000080007,ENSG00000080608,ENSG00000082516,ENSG00000083520,ENSG00000083635,ENSG00000083845,ENSG00000085872,ENSG00000086848,ENSG00000087269,ENSG00000088247,ENSG00000089009,ENSG00000089094,ENSG00000089127,ENSG00000089157,ENSG00000090060,ENSG00000090097,ENSG00000090621,ENSG00000091127,ENSG00000092199,ENSG00000092345,ENSG00000092847,ENSG00000096150,ENSG00000096401,ENSG00000096746,ENSG00000099381,ENSG00000099622,ENSG00000099783,ENSG00000099899,ENSG00000099995,ENSG00000100138,ENSG00000100201,ENSG00000100227,ENSG00000100316,ENSG00000100320,ENSG00000100416,ENSG00000100697,ENSG00000100883,ENSG00000100902,ENSG00000101104,ENSG00000101138,ENSG00000101146,ENSG00000101343,ENSG00000101361,ENSG00000101489,ENSG00000101654,ENSG00000101811,ENSG00000101916,ENSG00000102241,ENSG00000102317,ENSG00000103248,ENSG00000103495,ENSG00000104129,ENSG00000104177,ENSG00000104413,ENSG00000104626,ENSG00000104824,ENSG00000104852,ENSG00000104907,ENSG00000105193,ENSG00000105202,ENSG00000105323,ENSG00000105372,ENSG00000105640,ENSG00000105705,ENSG00000105939,ENSG00000106344,ENSG00000106355,ENSG00000107201,ENSG00000107371,ENSG00000107929,ENSG00000108107,ENSG00000108256,ENSG00000108298,ENSG00000108771,ENSG00000108848,ENSG00000109111,ENSG00000109475,ENSG00000109534,ENSG00000109618,ENSG00000109832,ENSG00000110060,ENSG00000110367,ENSG00000110700,ENSG00000111196,ENSG00000111247,ENSG00000111331,ENSG00000111605,ENSG00000111701,ENSG00000111786,ENSG00000111788,ENSG00000112081,ENSG00000112183,ENSG00000112232,ENSG00000112531,ENSG00000113300,ENSG00000113360,ENSG00000113742,ENSG00000113761,ENSG00000114391,ENSG00000114416,ENSG00000114686,ENSG00000114867,ENSG00000115053,ENSG00000115128,ENSG00000115844,ENSG00000115875,ENSG00000116001,ENSG00000116251,ENSG00000116747,ENSG00000116791,ENSG00000117133,ENSG00000117569,ENSG00000117602,ENSG00000118181,ENSG00000118197,ENSG00000119203,ENSG00000119705,ENSG00000119707,ENSG00000119953,ENSG00000120705,ENSG00000120948,ENSG00000121057,ENSG00000121390,ENSG00000121766,ENSG00000121774,ENSG00000122026,ENSG00000122034,ENSG00000122406,ENSG00000122566,ENSG00000122870,ENSG00000124193,ENSG00000124214,ENSG00000124562,ENSG00000124831,ENSG00000125207,ENSG00000125351,ENSG00000125485,ENSG00000125835,ENSG00000125944,ENSG00000126070,ENSG00000126254,ENSG00000126351,ENSG00000126524,ENSG00000126945,ENSG00000126952,ENSG00000128016,ENSG00000128191,ENSG00000128534,ENSG00000128563,ENSG00000128739,ENSG00000129084,ENSG00000129282,ENSG00000129317,ENSG00000129566,ENSG00000129824,ENSG00000130254,ENSG00000130332,ENSG00000130520,ENSG00000130589,ENSG00000130713,ENSG00000130826,ENSG00000131013,ENSG00000131051,ENSG00000131773,ENSG00000131795,ENSG00000131876,ENSG00000132153,ENSG00000132463,ENSG00000132466,ENSG00000132507,ENSG00000132603,ENSG00000134046,ENSG00000134077,ENSG00000134419,ENSG00000134597,ENSG00000134684,ENSG00000134698,ENSG00000134815,ENSG00000135314,ENSG00000135486,ENSG00000135829,ENSG00000135870,ENSG00000135900,ENSG00000135930,ENSG00000136271,ENSG00000136527,ENSG00000136807,ENSG00000136942,ENSG00000137074,ENSG00000137628,ENSG00000137760,ENSG00000137776,ENSG00000137996,ENSG00000138385,ENSG00000138668,ENSG00000138709,ENSG00000138757,ENSG00000138769,ENSG00000139343,ENSG00000139675,ENSG00000139793,ENSG00000139910,ENSG00000140319,ENSG00000140488,ENSG00000140939,ENSG00000140955,ENSG00000140988,ENSG00000140993,ENSG00000141499,ENSG00000141543,ENSG00000142534,ENSG00000142544,ENSG00000142676,ENSG00000143368,ENSG00000143486,ENSG00000143621,ENSG00000143742,ENSG00000143977,ENSG00000144029,ENSG00000145414,ENSG00000145425,ENSG00000145592,ENSG00000145721,ENSG00000145907,ENSG00000145912,ENSG00000145982,ENSG00000146676,ENSG00000147206,ENSG00000147604,ENSG00000148090,ENSG00000148296,ENSG00000148303,ENSG00000148843,ENSG00000149187,ENSG00000149806,ENSG00000150316,ENSG00000151461,ENSG00000151657,ENSG00000151846,ENSG00000151923,ENSG00000151962,ENSG00000152430,ENSG00000152601,ENSG00000152795,ENSG00000152969,ENSG00000153250,ENSG00000153944,ENSG00000154548,ENSG00000155438,ENSG00000155506,ENSG00000155636,ENSG00000155846,ENSG00000156482,ENSG00000156502,ENSG00000156976,ENSG00000156990,ENSG00000157110,ENSG00000157828,ENSG00000159082,ENSG00000159409,ENSG00000160633,ENSG00000160710,ENSG00000161016,ENSG00000161547,ENSG00000161813,ENSG00000161970,ENSG00000162231,ENSG00000162244,ENSG00000162374,ENSG00000162385,ENSG00000162613,ENSG00000162775,ENSG00000163239,ENSG00000163510,ENSG00000163682,ENSG00000163684,ENSG00000163714,ENSG00000163728,ENSG00000163798,ENSG00000164022,ENSG00000164167,ENSG00000164342,ENSG00000164362,ENSG00000164587,ENSG00000164609,ENSG00000164902,ENSG00000165119,ENSG00000165209,ENSG00000165271,ENSG00000165526,ENSG00000165732,ENSG00000165832,ENSG00000165934,ENSG00000166197,ENSG00000166441,ENSG00000166598,ENSG00000166783,ENSG00000166938,ENSG00000166986,ENSG00000167005,ENSG00000167088,ENSG00000167112,ENSG00000167264,ENSG00000167526,ENSG00000167978,ENSG00000168066,ENSG00000168517,ENSG00000168564,ENSG00000168872,ENSG00000169045,ENSG00000169249,ENSG00000169288,ENSG00000169297,ENSG00000169371,ENSG00000169800,ENSG00000169813,ENSG00000169972,ENSG00000170473,ENSG00000170515,ENSG00000170748,ENSG00000170860,ENSG00000171490,ENSG00000171863,ENSG00000172062,ENSG00000172183,ENSG00000172239,ENSG00000172346,ENSG00000172660,ENSG00000172809,ENSG00000172850,ENSG00000173674,ENSG00000173744,ENSG00000173914,ENSG00000173933,ENSG00000174720,ENSG00000174748,ENSG00000174780,ENSG00000175324,ENSG00000175376,ENSG00000175718,ENSG00000177192,ENSG00000177483,ENSG00000177600,ENSG00000177971,ENSG00000178665,ENSG00000178718,ENSG00000179172,ENSG00000179750,ENSG00000179837,ENSG00000179988,ENSG00000180098,ENSG00000180228,ENSG00000180581,ENSG00000181163,ENSG00000182004,ENSG00000182134,ENSG00000182872,ENSG00000182944,ENSG00000183093,ENSG00000183258,ENSG00000183403,ENSG00000183496,ENSG00000183684,ENSG00000183808,ENSG00000184209,ENSG00000184388,ENSG00000184571,ENSG00000184672,ENSG00000184735,ENSG00000184863,ENSG00000184898,ENSG00000184937,ENSG00000185252,ENSG00000185554,ENSG00000185736,ENSG00000185945,ENSG00000185946,ENSG00000186288,ENSG00000187456,ENSG00000187556,ENSG00000187959,ENSG00000188120,ENSG00000188529,ENSG00000188573,ENSG00000188739,ENSG00000188846,ENSG00000188873,ENSG00000189306,ENSG00000196183,ENSG00000196365,ENSG00000196656,ENSG00000196664,ENSG00000196793,ENSG00000196943,ENSG00000197111,ENSG00000197149,ENSG00000197345,ENSG00000197381,ENSG00000197451,ENSG00000197728,ENSG00000197958,ENSG00000198034,ENSG00000198231,ENSG00000198242,ENSG00000198585,ENSG00000198637,ENSG00000198692,ENSG00000198755,ENSG00000198918,ENSG00000203907,ENSG00000203909,ENSG00000204356,ENSG00000204392,ENSG00000205022,ENSG00000205571,ENSG00000205937,ENSG00000205944,ENSG00000206268,ENSG00000206353,ENSG00000206357,ENSG00000206489,ENSG00000211460,ENSG00000212643,ENSG00000213250,ENSG00000213300,ENSG00000213516,ENSG00000213782,ENSG00000214026,ENSG00000214255,ENSG00000214259,ENSG00000214274,ENSG00000214575,ENSG00000214730,ENSG00000214743,ENSG00000214826,ENSG00000215042,ENSG00000215264,ENSG00000215425,ENSG00000215699,ENSG00000218823,ENSG00000223367,ENSG00000223493,ENSG00000223496,ENSG00000224979,ENSG00000225073,ENSG00000225837,ENSG00000225859,ENSG00000225998,ENSG00000226225,ENSG00000226941,ENSG00000227087,ENSG00000227794,ENSG00000227804,ENSG00000228896,ENSG00000228981,ENSG00000229117,ENSG00000229363,ENSG00000229496,ENSG00000230624,ENSG00000230995,ENSG00000231044,ENSG00000231500,ENSG00000231502,ENSG00000231737,ENSG00000232616,ENSG00000233034,ENSG00000233556,ENSG00000233801,ENSG00000234414,ENSG00000234490,ENSG00000234616,ENSG00000235183,ENSG00000235291,ENSG00000235439,ENSG00000235650,ENSG00000236568,ENSG00000236826,ENSG00000238104,ENSG00000239306,ENSG00000239713,ENSG00000239732,ENSG00000239789,ENSG00000241058,ENSG00000242389,ENSG00000242466,ENSG00000242485,ENSG00000242875,ENSG00000244395,ENSG00000244462	821428.55413E-6	4.68267E-8	4.61243E-5
GO:0016887	325	431	34	919	3.57	291	17894	1.6	ABCD1,ASCC3,ATP11B,ATP11C,ATP2A3,ATP5B,ATP5F1,ATP5J,ATP6V0E2,ATP6V1C1,ATP6V1G1,ATP8B1,CHD8,CMTM4,DDX3X,DDX46,DDX51,DDX54,DDX60L,DHX40,EIF4A1,ELK1,FOXC1,FOXL1,MARVELD2,MZF1,RBBP4,RHOBTB3,SMC1A,SMC3,SNRNP200,TAP2,VCP,XRCC5	ENSG00000001626,ENSG00000004700,ENSG00000005007,ENSG00000005100,ENSG00000005339,ENSG00000005471,ENSG00000006071,ENSG00000007174,ENSG00000008952,ENSG00000013275,ENSG00000013573,ENSG00000016490,ENSG00000017260,ENSG00000017483,ENSG00000017797,ENSG00000021574,ENSG00000022556,ENSG00000022976,ENSG00000023839,ENSG00000033050,ENSG00000035928,ENSG00000039123,ENSG00000039139,ENSG00000047249,ENSG00000049541,ENSG00000051180,ENSG00000051341,ENSG00000054793,ENSG00000058668,ENSG00000064270,ENSG00000066735,ENSG00000067048,ENSG00000067596,ENSG00000067842,ENSG00000068650,ENSG00000069431,ENSG00000070961,ENSG00000071553,ENSG00000071794,ENSG00000073146,ENSG00000073734,ENSG00000073969,ENSG00000080007,ENSG00000080503,ENSG00000085563,ENSG00000088888,ENSG00000092054,ENSG00000095002,ENSG00000095777,ENSG00000099331,ENSG00000099624,ENSG00000100151,ENSG00000100201,ENSG00000100206,ENSG00000100246,ENSG00000100697,ENSG00000100764,ENSG00000100813,ENSG00000100991,ENSG00000101452,ENSG00000102763,ENSG00000102786,ENSG00000102910,ENSG00000103222,ENSG00000104043,ENSG00000104884,ENSG00000105357,ENSG00000105675,ENSG00000105726,ENSG00000105929,ENSG00000106078,ENSG00000106631,ENSG00000107201,ENSG00000107331,ENSG00000108384,ENSG00000108469,ENSG00000108771,ENSG00000108846,ENSG00000109832,ENSG00000110367,ENSG00000111445,ENSG00000111642,ENSG00000111788,ENSG00000111877,ENSG00000112159,ENSG00000112493,ENSG00000113732,ENSG00000113851,ENSG00000114841,ENSG00000115657,ENSG00000116005,ENSG00000116039,ENSG00000116062,ENSG00000116254,ENSG00000116830,ENSG00000117528,ENSG00000118197,ENSG00000118322,ENSG00000118777,ENSG00000119383,ENSG00000119669,ENSG00000119688,ENSG00000119912,ENSG00000119965,ENSG00000121270,ENSG00000124172,ENSG00000124177,ENSG00000124228,ENSG00000124535,ENSG00000124587,ENSG00000124721,ENSG00000125485,ENSG00000127311,ENSG00000127586,ENSG00000127616,ENSG00000127980,ENSG00000128524,ENSG00000131269,ENSG00000131558,ENSG00000131747,ENSG00000132153,ENSG00000132436,ENSG00000133026,ENSG00000133119,ENSG00000133657,ENSG00000134452,ENSG00000134827,ENSG00000135829,ENSG00000136271,ENSG00000136492,ENSG00000137628,ENSG00000137731,ENSG00000138075,ENSG00000138346,ENSG00000138375,ENSG00000139597,ENSG00000140451,ENSG00000140798,ENSG00000140829,ENSG00000141338,ENSG00000141543,ENSG00000143921,ENSG00000144381,ENSG00000145907,ENSG00000147400,ENSG00000147416,ENSG00000150967,ENSG00000151418,ENSG00000152234,ENSG00000152670,ENSG00000153147,ENSG00000154262,ENSG00000154263,ENSG00000154265,ENSG00000154359,ENSG00000155085,ENSG00000155761,ENSG00000156261,ENSG00000156414,ENSG00000156976,ENSG00000157087,ENSG00000157765,ENSG00000158486,ENSG00000159251,ENSG00000159363,ENSG00000159720,ENSG00000160179,ENSG00000160957,ENSG00000161057,ENSG00000162669,ENSG00000163161,ENSG00000163214,ENSG00000163636,ENSG00000163710,ENSG00000163918,ENSG00000164163,ENSG00000164935,ENSG00000164961,ENSG00000165240,ENSG00000165359,ENSG00000165629,ENSG00000165732,ENSG00000166377,ENSG00000166508,ENSG00000167216,ENSG00000167283,ENSG00000167378,ENSG00000167863,ENSG00000167972,ENSG00000168394,ENSG00000168872,ENSG00000169020,ENSG00000170500,ENSG00000171142,ENSG00000171634,ENSG00000171681,ENSG00000171763,ENSG00000171877,ENSG00000172350,ENSG00000173575,ENSG00000174844,ENSG00000174953,ENSG00000175556,ENSG00000177143,ENSG00000182150,ENSG00000182185,ENSG00000183207,ENSG00000183258,ENSG00000183914,ENSG00000184735,ENSG00000185792,ENSG00000185883,ENSG00000186009,ENSG00000186190,ENSG00000186625,ENSG00000187527,ENSG00000187775,ENSG00000187790,ENSG00000188342,ENSG00000196296,ENSG00000196365,ENSG00000196419,ENSG00000196535,ENSG00000197065,ENSG00000197102,ENSG00000197150,ENSG00000197364,ENSG00000197616,ENSG00000197888,ENSG00000197912,ENSG00000198231,ENSG00000198356,ENSG00000198899,ENSG00000204278,ENSG00000204351,ENSG00000204560,ENSG00000205464,ENSG00000206177,ENSG00000206190,ENSG00000206281,ENSG00000206297,ENSG00000206353,ENSG00000206445,ENSG00000206486,ENSG00000206490,ENSG00000213760,ENSG00000213782,ENSG00000214826,ENSG00000215425,ENSG00000215557,ENSG00000223423,ENSG00000223493,ENSG00000224212,ENSG00000224748,ENSG00000225073,ENSG00000225737,ENSG00000225830,ENSG00000225859,ENSG00000225989,ENSG00000226138,ENSG00000226171,ENSG00000226173,ENSG00000226760,ENSG00000226850,ENSG00000227222,ENSG00000227587,ENSG00000227816,ENSG00000228253,ENSG00000228896,ENSG00000229496,ENSG00000230624,ENSG00000230705,ENSG00000230900,ENSG00000231129,ENSG00000231377,ENSG00000232169,ENSG00000232367,ENSG00000232616,ENSG00000233049,ENSG00000233112,ENSG00000233418,ENSG00000233561,ENSG00000234668,ENSG00000234920,ENSG00000235439,ENSG00000236149,ENSG00000236342,ENSG00000236490,ENSG00000237889,ENSG00000241468,ENSG00000241837	821971.8752E-6	3.72441E-5	3.66855E-3
GO:0004518	127	175	18	935	1.89	109	18076	0.6	AEN,APBA1,DIS3L2,ELK1,ERI3,EXD2,EXOSC8,FOXC1,FOXL1,GIYD2,MZF1,PELO,POP4,PPP1R8,RPP30,RPS3,SND1,TSEN2	ENSG00000006125,ENSG00000006744,ENSG00000026297,ENSG00000034533,ENSG00000039650,ENSG00000049540,ENSG00000058799,ENSG00000062822,ENSG00000065613,ENSG00000070366,ENSG00000075914,ENSG00000076043,ENSG00000077348,ENSG00000079313,ENSG00000083520,ENSG00000088930,ENSG00000100697,ENSG00000100823,ENSG00000102053,ENSG00000104626,ENSG00000105612,ENSG00000107371,ENSG00000108384,ENSG00000108799,ENSG00000112584,ENSG00000113300,ENSG00000113360,ENSG00000113456,ENSG00000119203,ENSG00000121988,ENSG00000124787,ENSG00000129071,ENSG00000129538,ENSG00000130589,ENSG00000130713,ENSG00000132541,ENSG00000134899,ENSG00000135473,ENSG00000135900,ENSG00000136315,ENSG00000137074,ENSG00000138346,ENSG00000138767,ENSG00000139734,ENSG00000140521,ENSG00000145907,ENSG00000147687,ENSG00000148300,ENSG00000149218,ENSG00000149289,ENSG00000152457,ENSG00000154920,ENSG00000156017,ENSG00000157036,ENSG00000160049,ENSG00000160862,ENSG00000163684,ENSG00000163874,ENSG00000165799,ENSG00000166349,ENSG00000166938,ENSG00000167136,ENSG00000167968,ENSG00000169188,ENSG00000169385,ENSG00000169397,ENSG00000169413,ENSG00000169598,ENSG00000172183,ENSG00000173431,ENSG00000173464,ENSG00000173818,ENSG00000174371,ENSG00000175595,ENSG00000178295,ENSG00000178718,ENSG00000178997,ENSG00000180423,ENSG00000181552,ENSG00000181562,ENSG00000181784,ENSG00000182545,ENSG00000187609,ENSG00000187790,ENSG00000188655,ENSG00000196678,ENSG00000197121,ENSG00000198835,ENSG00000203705,ENSG00000205176,ENSG00000206150,ENSG00000213918,ENSG00000214215,ENSG00000214274,ENSG00000219200,ENSG00000223496,ENSG00000223524,ENSG00000224171,ENSG00000228545,ENSG00000228693,ENSG00000230762,ENSG00000231497,ENSG00000232840,ENSG00000237029,ENSG00000237817,ENSG00000239672,ENSG00000239927,ENSG00000241370,ENSG00000241863	1.1608177169E0	5.81174E-5	4.08898E-3
GO:0042288	23	36	7	946	0.73	16	18169	0.09	ATP5B,FOXC1,FOXL1,MZF1,PSMB8,TAP2,TUBB	ENSG00000100991,ENSG00000112493,ENSG00000152234,ENSG00000172116,ENSG00000206281,ENSG00000236490,ENSG00000239457,ENSG00000239463,ENSG00000241386,ENSG00000241910,ENSG00000242361,ENSG00000242685,ENSG00000243189,ENSG00000243215,ENSG00000243612,ENSG00000243719	2.1285509819E0	9.0157E-5	4.93359E-3
GO:0008469	8	6	5	948	0.52	3	18182	0.02	CARM1,FOXC1,FOXL1,MZF1,PRMT6	ENSG00000100462,ENSG00000132600,ENSG00000138081	3.4646584942E0	1.4961E-5	2.94732E-3
GO:0016274	9	7	5	948	0.52	4	18181	0.02	CARM1,FOXC1,FOXL1,MZF1,PRMT6	ENSG00000100462,ENSG00000132600,ENSG00000138081,ENSG00000185238	3.1769214208E0	3.22774E-5	3.53258E-3
GO:0002039	16	17	6	947	0.63	10	18175	0.05	CHD8,ELK1,FOXC1,FOXL1,MZF1,PSME3	ENSG00000005339,ENSG00000096717,ENSG00000099956,ENSG00000127616,ENSG00000135679,ENSG00000144381,ENSG00000147133,ENSG00000155827,ENSG00000168564,ENSG00000172315	2.4436775854E0	7.81071E-5	4.89921E-3
GO:0031405	6	7	4	949	0.42	2	18183	0.01	DLD,FOXC1,FOXL1,MZF1	ENSG00000119689,ENSG00000140905	3.6459807526E0	8.45549E-5	4.89921E-3
GO:0008138	34	49	9	944	0.94	25	18160	0.14	DUSP11,DUSP14,DUSP28,FOXC1,FOXL1,MZF1,PTP4A3,SBF1,SSH3	ENSG00000070159,ENSG00000070778,ENSG00000079335,ENSG00000081377,ENSG00000081721,ENSG00000087053,ENSG00000108861,ENSG00000111266,ENSG00000111880,ENSG00000112245,ENSG00000120129,ENSG00000133878,ENSG00000138166,ENSG00000149599,ENSG00000152104,ENSG00000158079,ENSG00000158161,ENSG00000162999,ENSG00000164086,ENSG00000166157,ENSG00000171862,ENSG00000184545,ENSG00000198252,ENSG00000198842,ENSG00000225705	1.9351992385E0	3.07854E-5	3.53258E-3
GO:0000339	8	8	5	948	0.52	3	18182	0.02	EIF4A1,ELK1,FOXL1,MZF1,NCBP2	ENSG00000075151,ENSG00000135930,ENSG00000169371	3.4646584942E0	1.4961E-5	2.94732E-3
