#term	term_size	term_size_in_genome	list1_positives	list1_negatives	list1_percentage	list2_positives	list2_negatives	list2_percentage	list1_positive_ids	list2_positive_ids	odds_ratio_log	pvalue	adj_pvalue
h_vegfPathway	19	23	6	947	0.63	13	18172	0.07	EIF2S2,ELAVL1,FOXC1,FOXL1,HIF1A,SHC1	ENSG00000037280,ENSG00000112715,ENSG00000115211,ENSG00000121879,ENSG00000124181,ENSG00000128052,ENSG00000130741,ENSG00000143437,ENSG00000145191,ENSG00000154229,ENSG00000164867,ENSG00000173674,ENSG00000225134	2.1811482455E0	2.32673E-4	4.52051E-3
h_agrPathway	24	33	5	948	0.52	19	18166	0.1	ELK1,FOXC1,FOXL1,MZF1,PAK1	ENSG00000053747,ENSG00000077264,ENSG00000101349,ENSG00000102882,ENSG00000112769,ENSG00000129675,ENSG00000130669,ENSG00000136238,ENSG00000137843,ENSG00000138435,ENSG00000139436,ENSG00000143632,ENSG00000146648,ENSG00000150093,ENSG00000157168,ENSG00000165917,ENSG00000168539,ENSG00000180370,ENSG00000185591	1.6179514251E0	5.83614E-3	2.11657E-2
h_akap13Pathway	9	11	4	949	0.42	5	18180	0.03	ELK1,FOXC1,FOXL1,MZF1	ENSG00000005249,ENSG00000067560,ENSG00000146535,ENSG00000165059,ENSG00000170776	2.7295250178E0	6.29423E-4	5.70677E-3
h_akap95Pathway	8	8	4	949	0.42	4	18181	0.02	ELK1,FOXC1,FOXL1,MZF1	ENSG00000005249,ENSG00000010292,ENSG00000134057,ENSG00000165059	2.9527235731E0	3.64025E-4	4.71499E-3
h_akapCentrosomePathway	10	11	4	949	0.42	6	18179	0.03	ELK1,FOXC1,FOXL1,MZF1	ENSG00000005249,ENSG00000067560,ENSG00000078018,ENSG00000127914,ENSG00000160299,ENSG00000165059	2.547148454E0	1.00777E-3	7.02855E-3
h_atmPathway	14	18	4	949	0.42	10	18175	0.05	ELK1,FOXC1,FOXL1,MZF1	ENSG00000012048,ENSG00000051180,ENSG00000097007,ENSG00000101773,ENSG00000116717,ENSG00000124762,ENSG00000135679,ENSG00000141510,ENSG00000149311,ENSG00000149554	2.0361027719E0	4.09426E-3	1.6377E-2
h_atrbrcaPathway	16	22	4	949	0.42	12	18173	0.07	ELK1,FOXC1,FOXL1,MZF1	ENSG00000012048,ENSG00000051180,ENSG00000113456,ENSG00000136273,ENSG00000139618,ENSG00000141510,ENSG00000149311,ENSG00000149554,ENSG00000175054,ENSG00000183161,ENSG00000187741,ENSG00000221829	1.8536711678E0	6.87553E-3	2.42876E-2
h_biopeptidesPathway	17	24	5	948	0.52	12	18173	0.07	ELK1,FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000102882,ENSG00000112062,ENSG00000113889,ENSG00000120899,ENSG00000124181,ENSG00000135744,ENSG00000154229,ENSG00000160014,ENSG00000180772,ENSG00000198668,ENSG00000231338	2.0778690155E0	1.13488E-3	7.3908E-3
h_carm-erPathway	15	22	5	948	0.52	10	18175	0.05	ELK1,FOXC1,FOXL1,MED1,MZF1	ENSG00000005339,ENSG00000012048,ENSG00000091831,ENSG00000094631,ENSG00000100393,ENSG00000116478,ENSG00000155974,ENSG00000165417,ENSG00000169297,ENSG00000180530	2.2603006196E0	5.98543E-4	5.70677E-3
h_cftrPathway	8	10	3	950	0.31	5	18180	0.03	ELK1,FOXC1,MZF1	ENSG00000001626,ENSG00000005249,ENSG00000164742,ENSG00000165059,ENSG00000169252	2.4407897594E0	5.7083E-3	2.11657E-2
h_ck1Pathway	8	12	3	950	0.31	5	18180	0.03	ELK1,FOXC1,MZF1	ENSG00000005249,ENSG00000138814,ENSG00000152822,ENSG00000165059,ENSG00000182621	2.4407897594E0	5.7083E-3	2.11657E-2
h_dreampathway	7	12	3	950	0.31	4	18181	0.02	ELK1,FOXC1,MZF1	ENSG00000005249,ENSG00000102882,ENSG00000118260,ENSG00000165059	2.6639883147E0	3.7042E-3	1.57428E-2
h_egfPathway	14	22	6	947	0.63	8	18177	0.04	ELK1,FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000065559,ENSG00000102882,ENSG00000121879,ENSG00000124181,ENSG00000138798,ENSG00000146648,ENSG00000154229,ENSG00000225134	2.666931172E0	3.19213E-5	2.17065E-3
h_erkPathway	17	22	5	948	0.52	12	18173	0.07	ELK1,FOXC1,FOXL1,MZF1,SHC1	ENSG00000064300,ENSG00000079277,ENSG00000087460,ENSG00000102882,ENSG00000117676,ENSG00000134259,ENSG00000136908,ENSG00000140443,ENSG00000146648,ENSG00000150093,ENSG00000167751,ENSG00000235807	2.0778690155E0	1.13488E-3	7.3908E-3
h_GATA3pathway	10	13	3	950	0.31	7	18178	0.04	ELK1,FOXC1,MZF1	ENSG00000005249,ENSG00000034152,ENSG00000107485,ENSG00000112062,ENSG00000113525,ENSG00000165059,ENSG00000169194	2.1042075057E0	1.13506E-2	3.3927E-2
h_gpcrPathway	17	25	4	949	0.42	13	18172	0.07	ELK1,FOXC1,FOXL1,MZF1	ENSG00000005249,ENSG00000100968,ENSG00000102882,ENSG00000118260,ENSG00000120910,ENSG00000124181,ENSG00000138814,ENSG00000154229,ENSG00000156052,ENSG00000160014,ENSG00000164742,ENSG00000165059,ENSG00000198668	1.7735734319E0	8.64188E-3	2.83204E-2
h_her2Pathway	15	22	5	948	0.52	10	18175	0.05	ELK1,FOXC1,FOXL1,MZF1,SHC1	ENSG00000091831,ENSG00000100393,ENSG00000102882,ENSG00000121879,ENSG00000141736,ENSG00000146648,ENSG00000155974,ENSG00000160712,ENSG00000178568,ENSG00000225134	2.2603006196E0	5.98543E-4	5.70677E-3
h_igf1rPathway	14	21	4	949	0.42	10	18175	0.05	ELK1,FOXC1,FOXL1,SHC1	ENSG00000005249,ENSG00000102882,ENSG00000117676,ENSG00000121879,ENSG00000128245,ENSG00000140443,ENSG00000142208,ENSG00000164742,ENSG00000165059,ENSG00000225134	2.0361027719E0	4.09426E-3	1.6377E-2
h_il22bppathway	8	6	5	948	0.52	3	18182	0.02	ELK1,FOXC1,FOXL1,MZF1,TYK2	ENSG00000096968,ENSG00000105639,ENSG00000184557	3.4646584942E0	1.4961E-5	1.72662E-3
h_il6Pathway	10	15	5	948	0.52	5	18180	0.03	ELK1,FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000102882,ENSG00000105639,ENSG00000160712,ENSG00000179295	2.9537228655E0	6.19021E-5	2.40534E-3
h_mCalpainPathway	12	15	3	950	0.31	9	18176	0.05	ELK1,FOXC1,MZF1	ENSG00000005249,ENSG00000137076,ENSG00000138798,ENSG00000143632,ENSG00000146648,ENSG00000150093,ENSG00000162909,ENSG00000165059,ENSG00000186810	1.8527830483E0	1.93178E-2	4.41549E-2
h_metPathway	18	29	5	948	0.52	13	18172	0.07	ELK1,FOXC1,FOXL1,MZF1,PAK1	ENSG00000019991,ENSG00000102882,ENSG00000105976,ENSG00000107263,ENSG00000116473,ENSG00000120899,ENSG00000121879,ENSG00000127314,ENSG00000143632,ENSG00000150093,ENSG00000171862,ENSG00000179295,ENSG00000225134	1.9977712796E0	1.50747E-3	8.80499E-3
h_mPRPathway	15	19	5	948	0.52	10	18175	0.05	ELK1,FOXC1,FOXL1,MZF1,PAQR7	ENSG00000005249,ENSG00000102882,ENSG00000117676,ENSG00000127445,ENSG00000131236,ENSG00000134057,ENSG00000143632,ENSG00000158402,ENSG00000164742,ENSG00000165059	2.2603006196E0	5.98543E-4	5.70677E-3
h_pdgfPathway	13	23	6	947	0.63	7	18178	0.04	ELK1,FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000065559,ENSG00000102882,ENSG00000121879,ENSG00000124181,ENSG00000154229,ENSG00000197461,ENSG00000225134	2.8005175777E0	1.90436E-5	1.72662E-3
h_pparaPathway	38	52	6	947	0.63	32	18153	0.18	ELK1,FOXC1,FOXL1,MED1,MZF1,PPARA	ENSG00000005249,ENSG00000005339,ENSG00000007171,ENSG00000025434,ENSG00000065833,ENSG00000080824,ENSG00000084676,ENSG00000100393,ENSG00000102882,ENSG00000113790,ENSG00000118137,ENSG00000120129,ENSG00000121879,ENSG00000128951,ENSG00000131910,ENSG00000141027,ENSG00000154229,ENSG00000161533,ENSG00000165059,ENSG00000175445,ENSG00000180530,ENSG00000185591,ENSG00000197461,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000225134,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000231555,ENSG00000232810	1.2793155885E0	1.05764E-2	3.37795E-2
h_shhPathway	11	15	3	950	0.31	8	18177	0.04	ELK1,FOXC1,MZF1	ENSG00000005249,ENSG00000074047,ENSG00000105204,ENSG00000106571,ENSG00000128602,ENSG00000164690,ENSG00000165059,ENSG00000185920	1.9706211E0	1.50365E-2	3.93263E-2
h_stat3Pathway	9	7	6	947	0.63	3	18182	0.02	ELK1,FOXC1,FOXL1,MTOR,MZF1,TYK2	ENSG00000096968,ENSG00000102882,ENSG00000105639	3.6480354601E0	1.10794E-6	3.01359E-4
h_stathminPathway	9	13	4	949	0.42	5	18180	0.03	ELK1,FOXC1,FOXL1,MZF1	ENSG00000005249,ENSG00000117632,ENSG00000134057,ENSG00000160654,ENSG00000165059	2.7295250178E0	6.29423E-4	5.70677E-3
h_TPOPathway	12	21	5	948	0.52	7	18178	0.04	ELK1,FOXC1,FOXL1,MZF1,SHC1	ENSG00000090534,ENSG00000096968,ENSG00000102882,ENSG00000121879,ENSG00000124181,ENSG00000154229,ENSG00000225134	2.6171406118E0	1.78918E-4	3.96478E-3
h_vdrPathway	19	21	4	949	0.42	15	18170	0.08	ELK1,FOXC1,MED1,MZF1	ENSG00000005339,ENSG00000066117,ENSG00000077097,ENSG00000084676,ENSG00000100393,ENSG00000103197,ENSG00000111424,ENSG00000114166,ENSG00000116478,ENSG00000126457,ENSG00000127616,ENSG00000139613,ENSG00000141027,ENSG00000166200,ENSG00000167670	1.6303625228E0	1.3005E-2	3.76314E-2
h_vipPathway	14	20	5	948	0.52	9	18176	0.05	ELK1,FOXC1,FOXL1,MAP3K1,MZF1	ENSG00000005249,ENSG00000106018,ENSG00000120910,ENSG00000124181,ENSG00000138814,ENSG00000156052,ENSG00000160014,ENSG00000165059,ENSG00000198668	2.3657161544E0	4.16016E-4	4.91984E-3
h_ephA4Pathway	7	7	3	950	0.31	4	18181	0.02	EPHA4,FOXC1,FOXL1	ENSG00000127314,ENSG00000143632,ENSG00000150093,ENSG00000154928	2.6639883147E0	3.7042E-3	1.57428E-2
h_ndkDynaminPathway	9	11	3	950	0.31	6	18179	0.03	EPN1,FOXC1,MZF1	ENSG00000120910,ENSG00000138814,ENSG00000159082,ENSG00000160014,ENSG00000161203,ENSG00000198668	2.2584131956E0	8.24775E-3	2.73584E-2
h_41bbPathway	10	13	5	948	0.52	5	18180	0.03	FOXC1,FOXL1,MAP3K1,MZF1,TNFSF9	ENSG00000109471,ENSG00000112062,ENSG00000127191,ENSG00000172533,ENSG00000197442	2.9537228655E0	6.19021E-5	2.40534E-3
h_aMANpathway	12	12	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000104774,ENSG00000130383,ENSG00000156413,ENSG00000172318,ENSG00000172461,ENSG00000180549,ENSG00000196371,ENSG00000196547,ENSG00000198162	1.8527830483E0	1.93178E-2	4.41549E-2
h_arfPathway	12	14	4	949	0.42	8	18177	0.04	FOXC1,FOXL1,MZF1,POLR1A	ENSG00000097007,ENSG00000121068,ENSG00000121879,ENSG00000122691,ENSG00000135679,ENSG00000136238,ENSG00000141510,ENSG00000225134	2.2593563584E0	2.19272E-3	1.10709E-2
h_At1rPathway	17	23	6	947	0.63	11	18174	0.06	FOXC1,FOXL1,MAP3K1,MZF1,PAK1,SHC1	ENSG00000065559,ENSG00000102882,ENSG00000120899,ENSG00000135744,ENSG00000136238,ENSG00000144891,ENSG00000146648,ENSG00000154229,ENSG00000156052,ENSG00000160014,ENSG00000198668	2.3483123835E0	1.15636E-4	2.85937E-3
h_barr-mapkPathway	11	12	3	950	0.31	8	18177	0.04	FOXC1,FOXL1,MZF1	ENSG00000087460,ENSG00000102882,ENSG00000111262,ENSG00000137486,ENSG00000164742,ENSG00000177272,ENSG00000177301,ENSG00000182621	1.9706211E0	1.50365E-2	3.93263E-2
h_bArrestin-srcPathway	12	14	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000000938,ENSG00000087460,ENSG00000102882,ENSG00000111262,ENSG00000137486,ENSG00000164742,ENSG00000177272,ENSG00000177301,ENSG00000182621	1.8527830483E0	1.93178E-2	4.41549E-2
h_bArrestinPathway	11	11	3	950	0.31	8	18177	0.04	FOXC1,MZF1,PPARA	ENSG00000087460,ENSG00000111262,ENSG00000137486,ENSG00000161203,ENSG00000164742,ENSG00000177272,ENSG00000177301,ENSG00000182621	1.9706211E0	1.50365E-2	3.93263E-2
h_bcellsurvivalPathway	14	15	5	948	0.52	9	18176	0.05	FOXC1,FOXL1,MTOR,MZF1,XIAP	ENSG00000089685,ENSG00000121879,ENSG00000130522,ENSG00000142208,ENSG00000150093,ENSG00000164305,ENSG00000165806,ENSG00000178951,ENSG00000225134	2.3657161544E0	4.16016E-4	4.91984E-3
h_bcrPathway	18	28	5	948	0.52	13	18172	0.07	FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000010671,ENSG00000100968,ENSG00000102882,ENSG00000105369,ENSG00000112062,ENSG00000120910,ENSG00000124181,ENSG00000136238,ENSG00000138814,ENSG00000141968,ENSG00000154229,ENSG00000160014,ENSG00000198668	1.9977712796E0	1.50747E-3	8.80499E-3
h_Ccr5Pathway	12	13	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000112062,ENSG00000120899,ENSG00000121966,ENSG00000124181,ENSG00000154229,ENSG00000156052,ENSG00000160014,ENSG00000160791,ENSG00000198668	1.8527830483E0	1.93178E-2	4.41549E-2
h_cdk5Pathway	9	11	3	950	0.31	6	18179	0.03	FOXC1,FOXL1,MZF1	ENSG00000064300,ENSG00000102882,ENSG00000134259,ENSG00000136908,ENSG00000167751,ENSG00000235807	2.2584131956E0	8.24775E-3	2.73584E-2
h_cellcyclePathway	13	17	4	949	0.42	9	18176	0.05	FOXC1,FOXL1,MZF1,TFDP1	ENSG00000080839,ENSG00000105173,ENSG00000111276,ENSG00000118971,ENSG00000123374,ENSG00000124762,ENSG00000129355,ENSG00000134057,ENSG00000164045	2.1415183067E0	3.04333E-3	1.47819E-2
h_ceramidePathway	12	17	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MAP3K1	ENSG00000064012,ENSG00000065559,ENSG00000067182,ENSG00000102871,ENSG00000102882,ENSG00000127191,ENSG00000156709,ENSG00000166311,ENSG00000168040	1.8527830483E0	1.93178E-2	4.41549E-2
h_cremPathway	5	5	2	951	0.21	3	18182	0.02	FOXC1,FOXL1	ENSG00000112214,ENSG00000164742,ENSG00000170820	2.545208202E0	2.24002E-2	4.91359E-2
h_ctcfPathway	14	21	4	949	0.42	10	18175	0.05	FOXC1,FOXL1,MTOR,MZF1	ENSG00000069702,ENSG00000105369,ENSG00000106799,ENSG00000111276,ENSG00000119699,ENSG00000121879,ENSG00000135679,ENSG00000141510,ENSG00000171862,ENSG00000225134	2.0361027719E0	4.09426E-3	1.6377E-2
h_dspPathway	7	9	3	950	0.31	4	18181	0.02	FOXC1,FOXL1,MZF1	ENSG00000102882,ENSG00000112062,ENSG00000120129,ENSG00000184545	2.6639883147E0	3.7042E-3	1.57428E-2
h_ecmPathway	12	16	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,SHC1	ENSG00000067560,ENSG00000067900,ENSG00000100852,ENSG00000102882,ENSG00000121879,ENSG00000137076,ENSG00000150093,ENSG00000225134,ENSG00000235865	1.8527830483E0	1.93178E-2	4.41549E-2
h_edg1Pathway	20	22	4	949	0.42	16	18169	0.09	FOXC1,FOXL1,ITGB3,MZF1	ENSG00000067560,ENSG00000102882,ENSG00000104763,ENSG00000121879,ENSG00000135587,ENSG00000136238,ENSG00000138448,ENSG00000142208,ENSG00000153820,ENSG00000154229,ENSG00000164742,ENSG00000166311,ENSG00000170989,ENSG00000182621,ENSG00000197461,ENSG00000225134	1.5657689644E0	1.56285E-2	4.01033E-2
h_egfr_smrtePathway	8	8	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MAP3K1,MZF1	ENSG00000109906,ENSG00000112062,ENSG00000138798,ENSG00000146648	2.9527235731E0	3.64025E-4	4.71499E-3
h_eif4Pathway	19	22	4	949	0.42	15	18170	0.08	FOXC1,FOXL1,MTOR,MZF1	ENSG00000005882,ENSG00000070756,ENSG00000075151,ENSG00000079277,ENSG00000102882,ENSG00000110321,ENSG00000112062,ENSG00000112964,ENSG00000114867,ENSG00000121879,ENSG00000142208,ENSG00000154229,ENSG00000156976,ENSG00000171862,ENSG00000225134	1.6303625228E0	1.3005E-2	3.76314E-2
h_epoPathway	9	15	4	949	0.42	5	18180	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000102882,ENSG00000111679,ENSG00000124181,ENSG00000130427	2.7295250178E0	6.29423E-4	5.70677E-3
h_eradPathway	11	11	3	950	0.31	8	18177	0.04	FOXC1,FOXL1,MZF1	ENSG00000055130,ENSG00000089597,ENSG00000104774,ENSG00000116661,ENSG00000126261,ENSG00000134109,ENSG00000196547,ENSG00000198162	1.9706211E0	1.50365E-2	3.93263E-2
h_erk5Pathway	11	13	4	949	0.42	7	18178	0.04	FOXC1,FOXL1,MZF1,SHC1	ENSG00000102882,ENSG00000117676,ENSG00000118260,ENSG00000121879,ENSG00000124181,ENSG00000142208,ENSG00000225134	2.3929427641E0	1.52145E-3	8.80499E-3
h_etcPathway	5	5	2	951	0.21	3	18182	0.02	FOXC1,FOXL1	ENSG00000073578,ENSG00000115159,ENSG00000169100	2.545208202E0	2.24002E-2	4.91359E-2
h_fasPathway	22	27	5	948	0.52	17	18168	0.09	FOXC1,FOXL1,MAP3K1,MZF1,PAK1	ENSG00000003400,ENSG00000003402,ENSG00000026103,ENSG00000064012,ENSG00000065559,ENSG00000104312,ENSG00000117560,ENSG00000143799,ENSG00000160049,ENSG00000160789,ENSG00000164305,ENSG00000165806,ENSG00000168040,ENSG00000169598,ENSG00000176619,ENSG00000180370,ENSG00000197694	1.7292871499E0	3.92647E-3	1.6377E-2
h_fbw7Pathway	7	7	3	950	0.31	4	18181	0.02	FOXC1,MZF1,TFDP1	ENSG00000055130,ENSG00000105173,ENSG00000109670,ENSG00000123374	2.6639883147E0	3.7042E-3	1.57428E-2
h_fcer1Pathway	21	35	5	948	0.52	16	18169	0.09	FOXC1,FOXL1,MAP3K1,MZF1,SHC1	ENSG00000010671,ENSG00000065559,ENSG00000076984,ENSG00000100968,ENSG00000102882,ENSG00000120910,ENSG00000121879,ENSG00000124181,ENSG00000138814,ENSG00000141968,ENSG00000158869,ENSG00000160014,ENSG00000179639,ENSG00000180370,ENSG00000198668,ENSG00000225134	1.789966812E0	3.16199E-3	1.48287E-2
h_flumazenilPathway	7	6	3	950	0.31	4	18181	0.02	FOXC1,FOXL1,MZF1	ENSG00000011677,ENSG00000109158,ENSG00000145863,ENSG00000151834	2.6639883147E0	3.7042E-3	1.57428E-2
h_fMLPpathway	19	22	5	948	0.52	14	18171	0.08	FOXC1,FOXL1,MAP3K1,MZF1,PAK1	ENSG00000008118,ENSG00000034152,ENSG00000060558,ENSG00000100968,ENSG00000102882,ENSG00000112062,ENSG00000120910,ENSG00000136238,ENSG00000138814,ENSG00000139144,ENSG00000158517,ENSG00000160014,ENSG00000182621,ENSG00000198668	1.9236082762E0	1.96275E-3	1.10709E-2
h_g1Pathway	18	23	4	949	0.42	14	18171	0.08	FOXC1,FOXL1,MZF1,TFDP1	ENSG00000097007,ENSG00000105173,ENSG00000111276,ENSG00000116478,ENSG00000119699,ENSG00000123374,ENSG00000124762,ENSG00000141510,ENSG00000145604,ENSG00000149311,ENSG00000164045,ENSG00000166949,ENSG00000175054,ENSG00000228716	1.6994104285E0	1.06803E-2	3.37795E-2
h_ghPathway	15	23	4	949	0.42	11	18174	0.06	FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000102882,ENSG00000111679,ENSG00000112964,ENSG00000117676,ENSG00000121879,ENSG00000124181,ENSG00000135100,ENSG00000154229,ENSG00000185338,ENSG00000225134	1.94073757E0	5.36542E-3	2.11507E-2
h_gsk3Pathway	12	18	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000055332,ENSG00000121879,ENSG00000134982,ENSG00000142208,ENSG00000152661,ENSG00000157240,ENSG00000168036,ENSG00000172936,ENSG00000225134	1.8527830483E0	1.93178E-2	4.41549E-2
h_HBxPathway	5	5	3	950	0.31	2	18183	0.01	FOXC1,FOXL1,SHC1	ENSG00000118260,ENSG00000120899	3.3572454941E0	1.14123E-3	7.3908E-3
h_hcmvPathway	12	15	4	949	0.42	8	18177	0.04	FOXC1,FOXL1,MAP3K1,MZF1	ENSG00000034152,ENSG00000102882,ENSG00000112062,ENSG00000118260,ENSG00000121879,ENSG00000142208,ENSG00000185591,ENSG00000225134	2.2593563584E0	2.19272E-3	1.10709E-2
h_ifnaPathway	8	6	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,STAT2,TYK2	ENSG00000142166,ENSG00000159110,ENSG00000171855,ENSG00000197919	2.9527235731E0	3.64025E-4	4.71499E-3
h_igf1Pathway	10	17	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000017427,ENSG00000102882,ENSG00000121879,ENSG00000140443,ENSG00000179295,ENSG00000225134	2.547148454E0	1.00777E-3	7.02855E-3
h_IL12Pathway	12	16	4	949	0.42	8	18177	0.04	FOXC1,FOXL1,MZF1,TYK2	ENSG00000096968,ENSG00000112062,ENSG00000115604,ENSG00000138378,ENSG00000160654,ENSG00000160791,ENSG00000186810,ENSG00000244405	2.2593563584E0	2.19272E-3	1.10709E-2
h_il1rPathway	24	29	5	948	0.52	19	18166	0.1	FOXC1,FOXL1,IRAK2,MAP3K1,MZF1	ENSG00000006062,ENSG00000034152,ENSG00000090376,ENSG00000100324,ENSG00000112062,ENSG00000115008,ENSG00000119699,ENSG00000136689,ENSG00000171855,ENSG00000172936,ENSG00000175104,ENSG00000197919,ENSG00000204490,ENSG00000206439,ENSG00000223952,ENSG00000228321,ENSG00000228849,ENSG00000230108,ENSG00000232810	1.6179514251E0	5.83614E-3	2.11657E-2
h_il2Pathway	10	17	5	948	0.52	5	18180	0.03	FOXC1,FOXL1,IL2RB,MZF1,SHC1	ENSG00000102882,ENSG00000105639,ENSG00000109471,ENSG00000134460,ENSG00000182866	2.9537228655E0	6.19021E-5	2.40534E-3
h_il2rbPathway	20	31	6	947	0.63	14	18171	0.08	FOXC1,FOXL1,IL2RB,MZF1,PPIA,SHC1	ENSG00000003402,ENSG00000026103,ENSG00000102882,ENSG00000105639,ENSG00000111679,ENSG00000117560,ENSG00000121879,ENSG00000123609,ENSG00000134460,ENSG00000142208,ENSG00000161405,ENSG00000184557,ENSG00000185338,ENSG00000225134	2.1069852421E0	3.18457E-4	4.71499E-3
h_il3Pathway	10	13	4	949	0.42	6	18179	0.03	FOXC1,FOXL1,MZF1,SHC1	ENSG00000096968,ENSG00000100368,ENSG00000102882,ENSG00000111679,ENSG00000164399,ENSG00000185291	2.547148454E0	1.00777E-3	7.02855E-3
h_il4Pathway	6	7	3	950	0.31	3	18182	0.02	FOXC1,MZF1,SHC1	ENSG00000077238,ENSG00000105639,ENSG00000142208	2.9517253881E0	2.1979E-3	1.10709E-2
h_il7Pathway	12	14	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000005339,ENSG00000100393,ENSG00000104432,ENSG00000105639,ENSG00000120899,ENSG00000121879,ENSG00000123609,ENSG00000182866,ENSG00000225134	1.8527830483E0	1.93178E-2	4.41549E-2
h_insulinPathway	8	17	4	949	0.42	4	18181	0.02	FOXC1,FOXL1,MZF1,SHC1	ENSG00000102882,ENSG00000121879,ENSG00000179295,ENSG00000225134	2.9527235731E0	3.64025E-4	4.71499E-3
h_Lis1Pathway	12	15	3	950	0.31	9	18176	0.05	FOXC1,FOXL1,MZF1	ENSG00000077279,ENSG00000097007,ENSG00000114841,ENSG00000124721,ENSG00000130779,ENSG00000157193,ENSG00000158486,ENSG00000166579,ENSG00000183914	1.8527830483E0	1.93178E-2	4.41549E-2
